category,text,urgency
JARINGAN_IT,"jangkauan wifi gedung a lantai 3 tidak luas, gabisa kumpul tugas online",TINGGI
FASILITAS,"kamar mandi gedung c jorok bgt, bgt mengganggu aktivitas apalagi kalau kebelet",RENDAH
FASILITAS,"parkiran prodi informatika gada atapnya, kendaraan bisa lecet-lecet",SEDANG
KEMAHASISWAAN,"staff layanan administrasi mhs kurang ramah, mhs jadi tidak nyaman",RENDAH
JARINGAN_IT,"sinyal di gedung a lantai 3 gaada sama sekali, harus keluar ruangan dulu",RENDAH
FASILITAS,"kebersihan gedung fisip gaada petugas kebersihan, bisa jadi sumber penyakit",RENDAH
JARINGAN_IT,spada lemot bgt saat deadline pengumpulan tugas,KRITIS
JARINGAN_IT,server portal akademik sering down waktu masa uts,KRITIS
FASILITAS,"fasilitas perpus pusat tidak memadai, padahal kita sudah bayar ukt",TINGGI
JARINGAN_IT,"wifi gedung b lantai 3 bapuk ga stabil, terpaksa pakai kuota sendiri",RENDAH
JARINGAN_IT,"hotspot kampus gabisa konek, terpaksa habiskan kuota sendiri",RENDAH
FASILITAS,"kursi di ruangan 3.2 sudah tidak layak pakai, susah nulis waktu kls",RENDAH
AKADEMIK,"spada nge-lag waktu masa krs, susah kumpul tugas",TINGGI
KEUANGAN,"pembayaran biaya praktikum prosedurnya rumit, menghambat proses akademik",RENDAH
KEUANGAN,"dana kkn jumlahnya tidak sesuai, mhs yang kena dampaknya",RENDAH
AKADEMIK,"nilai di portal gaada penjelasan, stress ngurusnya",RENDAH
LAINNYA,"area ruang tunggu kotor dan tidak terawat, kurang nyaman buat mhs",SEDANG
FASILITAS,"banyak kursi di gedung fh yang banyak yang hilang, nilai bisa jelek soalnya tidak konsen",RENDAH
KEMAHASISWAAN,hak mhs dalam prosedur dokumen kurang disosialisasikan,RENDAH
AKADEMIK,"spada lemot parah, susah download bahan ajar",TINGGI
AKADEMIK,siakad sering crash tiba-tiba waktu masa krs,TINGGI
FASILITAS,"kebersihan gedung mipa gaada petugas kebersihan, baunya tidak enak",RENDAH
FASILITAS,"min, wc di lab kimia kondisinya airnya tidak mengalir, tolong segera diperbaiki",RENDAH
AKADEMIK,"dosen tidak responsif di grup, belajar jadi terganggu",RENDAH
KEMAHASISWAAN,"informasi program beasiswa tidak disosialisasikan dengan baik, mhs banyak yang tidak tahu",TINGGI
JARINGAN_IT,koneksi di lab komputer lemot parah padahal butuh buat kumpul tugas,SEDANG
JARINGAN_IT,server spada lelet bgt waktu masa uas,KRITIS
FASILITAS,"lab botani kondisinya berantakan, mhs gabisa belajar maksimal",RENDAH
JARINGAN_IT,"jaringan di gedung a lantai 1 sering putus-putus, susah akses internet",RENDAH
LAINNYA,"kantin belakang gedung b tidak higienis, mhs susah makan siang",RENDAH
JARINGAN_IT,"jaringan di lab kimia bapuk ga stabil, susah akses internet",RENDAH
LAINNYA,"atm/ bank kampus hanya satu dan sering antre, merepotkan saat butuh dana mendadak",SEDANG
KEUANGAN,"biaya parkir kampus dibebankan ke mhs, seharusnya tidak",RENDAH
KEMAHASISWAAN,"informasi program pertukaran pelajar mendadak, mhs banyak yang tidak tahu",RENDAH
FASILITAS,"ac di ruang kls lantai 2 udah lama nda diperbaiki, tidak berfungsi",RENDAH
LAINNYA,"penerangan jalan di area antar gedung gaada, berbahaya malam hari",SEDANG
AKADEMIK,"sistem web akademik ui-nya membingungkan, nilai terancam",TINGGI
KEMAHASISWAAN,"sosialisasi program beasiswa hanya melalui grup tertentu, banyak yang terlewat informasinya",TINGGI
FASILITAS,"gaada kantin di prodi matematika, padahal bgt dibutuhkan",SEDANG
KEUANGAN,"ukt sudah mahal, tapi wc-nya gabisa dipakai",TINGGI
KEMAHASISWAAN,"pengurusan surat rekomendasi makan waktu berhari-hari, bgt tidak efisien",RENDAH
JARINGAN_IT,"jangkauan wifi fakultas teknik tidak luas, gabisa akses spada",KRITIS
FASILITAS,"ac gedung mipa cuma pajangan, kurang dingin padahal masa bayar ukt tapi fasilitas gini",TINGGI
FASILITAS,"pipa saluran ac di lab komputer mipa bocor, colokan jadi bahaya kena air",RENDAH
KEUANGAN,"transparansi biaya-biaya resmi kampus kurang, mhs tidak tahu apa saja biaya yang resmi",RENDAH
JARINGAN_IT,"sinyal di gedung b lantai 1 gaada sama sekali, gabisa akses internet sama sekali",RENDAH
LAINNYA,"lapangan badminton tidak terawat, mhs gabisa olahraga gratis",RENDAH
KEMAHASISWAAN,senioritas diprodi masih bgt kental alangkah lebih baik edukasi untuk senioritas diadakan soalnya senioritas di kampus membuat beberapa mhs bisa tertekan ,RENDAH
FASILITAS,lab matematika kursinya goyang terus dan papan tulisnya gabisa dibaca,SEDANG
KEMAHASISWAAN,"fasilitas sekretariat bem tidak terawat, pengurusan jadi bgt lama",RENDAH
AKADEMIK,"sistem spada outdated bgt, mhs rugi bgt",RENDAH
LAINNYA,sampah di koridor gedung menumpuk kalau gaada petugas,RENDAH
AKADEMIK,"informasi informasi kkn tidak diinformasikan dengan jelas, mhs jadi bingung",SEDANG
KEMAHASISWAAN,"fasilitas sekretariat bem terlalu kecil, banyak yang tidak terlayani",RENDAH
KEMAHASISWAAN,"senioritas di fakultas masih bgt kental, membuat mhs baru tertekan",RENDAH
AKADEMIK,web akademik sering gabisa diakses waktu saat uts/uas,KRITIS
JARINGAN_IT,"sinyal di fakultas hukum gabisa untuk data seluler, kls online jadi terganggu",RENDAH
AKADEMIK,"jadwal kls bentrok dengan mata kls lain, proses akademik jadi terlelet",SEDANG
KEMAHASISWAAN,"layanan hima sering tutup, pengurusan jadi bgt lama",RENDAH
KEUANGAN,"prosedur pembayaran wisuda banyak persyaratan yang tidak masuk akal, menghambat proses akademik",TINGGI
FASILITAS,"jendela lab matematika engselnya ancur, silau bgt saat kls",SEDANG
FASILITAS,"tolong ac gedung b lantai 3 segera diperbaiki, cuma pajangan dan mhs tidak konsen belajar",RENDAH
AKADEMIK,"dosen sering reschedule mendadak, proses akademik terhambat",RENDAH
JARINGAN_IT,koneksi di auditorium gabisa diandalkan padahal butuh buat akses spada,RENDAH
AKADEMIK,"informasi prosedur skripsi tidak diinformasikan dengan jelas, proses akademik jadi terlelet",TINGGI
KEMAHASISWAAN,"sosialisasi hak dan kewajiban mhs gaada pengumuman resmi, banyak yang terlewat informasinya",RENDAH
KEUANGAN,"pembayaran biaya praktikum harus datang langsung berkali-kali, prosesnya jadi bgt lama",RENDAH
KEMAHASISWAAN,"organisasi tidak aktif, gaada wadah aspirasi mhs",RENDAH
FASILITAS,"kebersihan fakultas ekonomi sampahnya menumpuk, baunya tidak enak",RENDAH
KEUANGAN,"ukt naik setiap tahun, tapi wc-nya gabisa dipakai",TINGGI
FASILITAS,"pipa saluran ac di lab matematika bocor, kertas tugas basah semua",SEDANG
KEMAHASISWAAN,"pengurusan surat izin kegiatan makan waktu lebih dari 2 minggu, bgt tidak efisien",RENDAH
KEUANGAN,"prosedur pengajuan keringanan ukt bgt rumit dan berbelit, menghambat proses akademik",TINGGI
AKADEMIK,"spada lemot parah waktu saat uts, susah kumpul tugas",KRITIS
JARINGAN_IT,"internet di lab kimia lemot parah, terpaksa pakai kuota sendiri",SEDANG
JARINGAN_IT,wifi kampus gabisa konek apalagi kalau banyak yang konek,RENDAH
AKADEMIK,"dosen metode mengajarnya membosankan, nilai terancam",TINGGI
AKADEMIK,"nilai belum keluar padahal sudah lama, mhs dirugikan",RENDAH
FASILITAS,"ac cuma cuma 1 untuk 2 lantai lantai, keringat terus padahal lagi kls",RENDAH
LAINNYA,gerbang 3 buat masuk & keluar jarang di buka,RENDAH
FASILITAS,"ac prodi akuntansi cuma pajangan, gak optimal padahal masa bayar ukt tapi fasilitas gini",TINGGI
KEUANGAN,"ukt sudah mahal, tapi fasilitasnya jauh dari layak",TINGGI
FASILITAS,"kebersihan gedung b lantai 3 gaada petugas kebersihan, bisa jadi sumber penyakit",RENDAH
FASILITAS,"banyak kursi di gedung fisip yang mejanya patah, mhs jadi malas masuk kls",RENDAH
JARINGAN_IT,koneksi di gedung rektorat gabisa diandalkan padahal butuh buat akses spada,RENDAH
JARINGAN_IT,upload tugas di spada gagal terus soalnya internet gedung fh lemot parah,SEDANG
AKADEMIK,"materi kls tidak diberikan dosen, mhs susah belajar mandiri",RENDAH
KEMAHASISWAAN,"kegiatan kegiatan sosial kampus waktunya tidak pas, proses administrasi terhambat",RENDAH
KEMAHASISWAAN,"staff bem tidak membantu, tidak enak kalau harus ke sana",RENDAH
LAINNYA,"lingkungan sekitar gedung fh gersang gaada pohon, tidak nyaman aktivitas luar",RENDAH
KEUANGAN,biaya wisuda terlalu mahal dan prosedurnya memakan waktu lama,TINGGI
KEUANGAN,"dana praktikum tidak cair tepat waktu, mhs dirugikan",RENDAH
JARINGAN_IT,"jangkauan wifi fakultas teknik tidak luas, tidak produktif di kampus",TINGGI
FASILITAS,"gedung d panas bgt soalnya tidak berfungsi, nilai bisa jelek soalnya tidak konsen",RENDAH
KEUANGAN,"gaada info resmi tentang biaya resmi kampus, mhs hanya dengar dari mulut ke mulut",RENDAH
KEUANGAN,"prosedur pembayaran wisuda tidak transparan, mhs yang urgent jadi kesusahan",TINGGI
LAINNYA,"area koridor antar gedung gaada tempat duduk, tidak nyaman buat mhs",RENDAH
KEMAHASISWAAN,informasi mengenai kkn tematik itu kurang,SEDANG
LAINNYA,"gerbang 1 gaada sistem akses, tidak aman",RENDAH
KEMAHASISWAAN,"senioritas di himpunan tidak ditangani dengan baik, membuat mhs baru tertekan",RENDAH
LAINNYA,"keamanan area parkir cctv tidak berfungsi, tidak kondusif malam hari",RENDAH
AKADEMIK,"website portal mhs ui-nya outdated bgt, mhs rugi bgt",RENDAH
FASILITAS,"wc gedung mipa airnya tidak mengalir dari kemarin, mhs jadi susah kalau kebelet",RENDAH
KEMAHASISWAAN,"senioritas di organisasi kampus sudah melewati batas, membuat mhs baru tertekan",RENDAH
AKADEMIK,"dosen metode mengajarnya membosankan, proses akademik terhambat",RENDAH
AKADEMIK,"ruang kls proyektornya ancur, capek bgt dikelas",SEDANG
JARINGAN_IT,upload tugas di spada gagal terus soalnya internet gedung fisip gabisa konek,RENDAH
FASILITAS,"min, wc di fakultas hukum kondisinya jorok bgt, tolong segera diperbaiki",RENDAH
JARINGAN_IT,"sinyal seluler di gedung b lantai 3 hilang timbul, harus keluar dulu baru bisa internetan",RENDAH
JARINGAN_IT,"sinyal di fakultas teknik hilang timbul, kls online jadi terganggu",RENDAH
AKADEMIK,"spada gabisa diakses, susah akses forum diskusi",RENDAH
KEUANGAN,"prosedur administrasi keuangan memakan waktu lama, mhs yang urgent jadi kesusahan",RENDAH
FASILITAS,"wc fakultas hukum airnya tidak mengalir sudah lama bgt, jadi malas kls",RENDAH
KEUANGAN,"informasi beasiswa susah diakses informasinya, prosesnya tidak adil",TINGGI
LAINNYA,"kebersihan koridor gedung jarang dibersihkan, baunya tidak enak",RENDAH
FASILITAS,lahan parkir di gedung a lantai 3 berantakan jadi sering telat kls,RENDAH
AKADEMIK,lama merespon,RENDAH
FASILITAS,"fakultas ekonomi panas bgt soalnya panasnya parah, gabisa fokus",RENDAH
KEMAHASISWAAN,"staff bem tidak responsif, pelayanan publik yang buruk",RENDAH
LAINNYA,sampah di area kantin menumpuk kalau gaada petugas,RENDAH
KEMAHASISWAAN,"organisasi gaada regenerasi yang baik, potensi mhs tersia-sia",RENDAH
LAINNYA,"jalan di belakang rektorat ancur parah berlubang, banjir waktu hujan",SEDANG
KEUANGAN,ada pungutan di luar ketentuan yang tidak semestinya,RENDAH
FASILITAS,"min, wc di gedung a lantai 1 kondisinya kotor parah, tolong segera diperbaiki",SEDANG
KEMAHASISWAAN,unit kemhsan tidak konsisten saat mhs butuh bantuan,RENDAH
FASILITAS,"min, wc di prodi matematika kondisinya jorok bgt, tolong segera diperbaiki",SEDANG
AKADEMIK,"informasi jadwal ujian mendadak bgt, stress bgt ngurusnya",TINGGI
JARINGAN_IT,"wifi gedung b lantai 2 sering disconnect, kls online terganggu",RENDAH
KEUANGAN,"prosedur pembayaran wisuda tidak jelas alurnya, mhs jadi bingung",TINGGI
JARINGAN_IT,"jangkauan wifi lab komputer tidak luas, harus geser-geser cari sinyal",TINGGI
AKADEMIK,"revisi skripsi prosedurnya ribet, proses akademik jadi terlelet",TINGGI
JARINGAN_IT,server portal akademik sering down waktu deadline tugas,KRITIS
KEMAHASISWAAN,"informasi program beasiswa tidak disebarkan merata, pengurusan jadi lama",TINGGI
FASILITAS,"kebersihan gedung a lantai 2 gaada petugas kebersihan, bisa jadi sumber penyakit",RENDAH
KEUANGAN,"biaya penggunaan lapangan dibebankan ke mhs, seharusnya tidak",RENDAH
JARINGAN_IT,wifi di ruang seminar lemot parah apalagi semua mhs pakai,SEDANG
LAINNYA,"keamanan area parkir kurang terjaga, orang luar bebas masuk",RENDAH
KEMAHASISWAAN,"organisasi kegiatannya monoton, potensi mhs tersia-sia",RENDAH
FASILITAS,"ac cuma 1 untuk 2 lantai lantai, mhs tidak konsen belajar",RENDAH
LAINNYA,"lapangan futsal sempit, lapangan gabisa dimanfaatkan optimal",TINGGI
LAINNYA,"gaada atm di area kampus, padahal bgt dibutuhkan",RENDAH
JARINGAN_IT,wifi kampus bapuk ga stabil apalagi kalau banyak yang konek,RENDAH
LAINNYA,"keamanan area parkir gaada satpam, sering kehilangan barang",RENDAH
JARINGAN_IT,"wifi gedung a lantai 3 kayak tidak dibayar, terpaksa pakai kuota sendiri",RENDAH
FASILITAS,gedung alibas bgt panas,RENDAH
JARINGAN_IT,"internet di gedung a lantai 2 bapuk ga stabil, tidak produktif di kampus",TINGGI
JARINGAN_IT,"wifi prodi matematika sering disconnect, terpaksa pakai kuota sendiri",SEDANG
KEUANGAN,"pengumuman syarat keringanan ukt tidak diinformasikan dengan jelas, prosesnya jadi bgt lama",TINGGI
JARINGAN_IT,"bandwidth wifi kampus kurang untuk semua mhs, terpaksa pakai kuota sendiri",RENDAH
FASILITAS,"gedung a lantai 1 panas bgt soalnya kurang dingin, mhs jadi malas masuk kls",RENDAH
FASILITAS,"gedung b lantai 3 panas bgt soalnya netes airnya, capek bgt dikelas",RENDAH
LAINNYA,"gerbang 2 pintunya ancur, sering terlelet kls",SEDANG
JARINGAN_IT,"wifi lab kimia gabisa konek, terpaksa pakai kuota sendiri",RENDAH
KEMAHASISWAAN,"pengurusan ktm harus bolak-balik, mhs jadi kesal",RENDAH
AKADEMIK,"spada nge-lag terus, susah akses materi kls",RENDAH
JARINGAN_IT,wifi di gedung fh sering disconnect apalagi semua mhs pakai,RENDAH
JARINGAN_IT,"gaada wifi sama sekali di perpus, gabisa akses spada",RENDAH
FASILITAS,"lab bahasa kondisinya fasilitasnya tidak memadai, praktikum jadi terganggu",RENDAH
LAINNYA,"lapangan basket gaada penerangan malam, gabisa dimanfaatkan optimal",SEDANG
FASILITAS,"colokan di ruang kls lantai 2 tidak berfungsi, padahal butuh buat ngecas",RENDAH
KEUANGAN,"penggunaan dana penelitian mhs tidak transparan, mhs tidak tahu kemana uangnya",RENDAH
FASILITAS,"gedung rektorat panas bgt soalnya bocor, susah konsen belajar",RENDAH
FASILITAS,"fasilitas gedung fh sudah bgt ketinggalan, kami sudah bayar ukt tepat waktu",TINGGI
LAINNYA,"jalan di belakang rektorat bergelombang, banjir waktu hujan",RENDAH
LAINNYA,"jalan di belakang rektorat licin waktu hujan, berbahaya buat motor",RENDAH
JARINGAN_IT,server siakad sering down waktu deadline tugas,KRITIS
FASILITAS,"kamar mandi lab biologi busuk, harus nahan lama bgt apalagi kalau kebelet",RENDAH
FASILITAS,"kebersihan lab biologi kotor bgt, tidak nyaman berada di sini",SEDANG
LAINNYA,"gerbang gerbang 3 gaada sistem akses, antrean masuk kampus panjang",SEDANG
KEMAHASISWAAN,"informasi kegiatan kemhsan hanya di grup tertentu, mhs banyak yang tidak tahu",RENDAH
JARINGAN_IT,"jangkauan wifi lab biologi terbatas bgt, kls online terganggu",RENDAH
LAINNYA,tempat parkiran panas kendaraan bisa terjemur,RENDAH
KEMAHASISWAAN,"fasilitas ruang rapat mhs terlalu kecil, banyak yang tidak terlayani",RENDAH
AKADEMIK,"ruang kls tidak sesuai kapasitas mhs, susah konsen belajar",RENDAH
JARINGAN_IT,server spada sering down waktu masa uts,KRITIS
KEUANGAN,"transparansi biaya-biaya resmi kampus kurang, mhs tidak tahu siapa yang berhak",RENDAH
FASILITAS,ruangan terasa panas ac tidak berfungsi soalnya gaada remotnya,RENDAH
JARINGAN_IT,"jangkauan wifi gedung b lantai 1 tidak luas, harus geser-geser cari sinyal",TINGGI
LAINNYA,"lingkungan sekitar gedung b lantai 2 minim fasilitas publik, gaada tempat bersantai",RENDAH
LAINNYA,"lapangan bola tidak terawat, mhs gabisa olahraga gratis",RENDAH
KEMAHASISWAAN,"program wirausaha mhs tidak merata distribusinya, mhs kurang diuntungkan",RENDAH
LAINNYA,"jalan di belakang rektorat gaada lampu penerang malam hari, bisa bikin kecelakaan",KRITIS
FASILITAS,ac di lab.matematika gedung a lantai 3 nda menyala,SEDANG
KEUANGAN,biaya buku dosen seharusnya tidak dibebankan ke mhs,RENDAH
AKADEMIK,"informasi informasi kkn mendadak, mhs jadi bingung",SEDANG
FASILITAS,"fasilitas gedung fisip sudah bgt ketinggalan, padahal kita sudah bayar ukt",TINGGI
JARINGAN_IT,koneksi di gedung b lantai 1 putus-putus saat masa krs,TINGGI
KEUANGAN,"pengumuman pengumuman beasiswa hanya dari mulut ke mulut, mhs yang urgent jadi kesusahan",TINGGI
JARINGAN_IT,server spada sering down waktu masa uas,KRITIS
FASILITAS,"parkiran gedung fisip sempit bgt, sering telat kls gara-gara nyari tempat parkir",RENDAH
AKADEMIK,"spada sering down, susah akses forum diskusi",TINGGI
LAINNYA,"transportasi akses transportasi umum susah, biaya transportasi jadi membebani",RENDAH
LAINNYA,gerbang gerbang 2 jarang dibuka sehingga antrean panjang,SEDANG
AKADEMIK,"krs gabisa tambah matkul, banyak yang ketinggalan info",TINGGI
JARINGAN_IT,"jaringan di prodi matematika bapuk ga stabil, susah akses internet",SEDANG
AKADEMIK,"bimbingan skripsi bimbingan tidak terjadwal, proses wisuda jadi molor",TINGGI
AKADEMIK,"informasi jadwal kls pengganti hanya dari mulut ke mulut, proses akademik jadi terlelet",SEDANG
LAINNYA,"keamanan lingkungan sekitar kampus cctv tidak berfungsi, sering kehilangan barang",RENDAH
LAINNYA,"keamanan area parkir gaada satpam, mhs tidak merasa aman",RENDAH
LAINNYA,"keamanan area kampus malam hari sering ada kehilangan barang, sering ada kehilangan motor",KRITIS
KEUANGAN,"prosedur pembayaran ukt tidak jelas alurnya, mhs jadi bingung",TINGGI
JARINGAN_IT,"jangkauan wifi gedung fisip tidak luas, tidak produktif di kampus",TINGGI
JARINGAN_IT,koneksi di lab biologi bapuk ga stabil padahal butuh buat download materi,TINGGI
KEUANGAN,"beasiswa distribusinya tidak merata, banyak yang berhak tapi tidak dapat",TINGGI
FASILITAS,"wc gedung b lantai 3 airnya tidak mengalir, mhs jadi susah kalau kebelet",RENDAH
JARINGAN_IT,spada sering eror saat jam kls,TINGGI
AKADEMIK,sistem krs sering eror parah waktu saat jam sibuk,TINGGI
LAINNYA,"kantin pusat tidak higienis, terpaksa keluar kampus",RENDAH
LAINNYA,"penerangan jalan di dekat auditorium gaada, berbahaya malam hari",SEDANG
KEUANGAN,"ukt naik setiap tahun, tapi ac-nya ancur semua",TINGGI
KEMAHASISWAAN,"fasilitas ruang ukm tidak layak, mhs jadi kesal",RENDAH
JARINGAN_IT,"wifi gedung b lantai 2 gabisa konek, gabisa kumpul tugas online",RENDAH
LAINNYA,"lingkungan sekitar gedung a lantai 1 kurang terawat, gaada tempat untuk bersantai",RENDAH
FASILITAS,ac dalam ruangannya tolong di nyalakan karna seringkali ac nya tda menyala jadinya kepanasan,RENDAH
FASILITAS,"tolong ac fakultas ekonomi segera diperbaiki, nda menyala dan belajarnya tidak nyaman",RENDAH
JARINGAN_IT,"internet di prodi informatika lemot parah, terpaksa pakai kuota sendiri",SEDANG
KEMAHASISWAAN,"pengurusan surat keterangan aktif makan waktu berhari-hari, bgt tidak efisien",RENDAH
LAINNYA,"kantin dekat gedung fisip tempatnya sempit, susah makan siang",RENDAH
LAINNYA,"lapangan voli ancur, mhs gabisa olahraga gratis",SEDANG
FASILITAS,"fasilitas gedung a lantai 1 sudah bgt ketinggalan, padahal kita sudah bayar ukt",TINGGI
JARINGAN_IT,"internet di fakultas ekonomi lemot parah, tidak produktif di kampus",TINGGI
KEMAHASISWAAN,"layanan bem sering tutup, pengurusan jadi bgt lama",RENDAH
FASILITAS,"jendela aula gedung c gaada gordennya, hujan masuk ke kelas",RENDAH
FASILITAS,"banyak kursi di lab komputer yang banyak yang hilang, belajarnya terganggu",RENDAH
JARINGAN_IT,wifi di gedung b lantai 3 sering disconnect apalagi siang hari,RENDAH
LAINNYA,sampah di taman kampus menumpuk kalau gaada petugas,RENDAH
JARINGAN_IT,"sinyal di lab kimia gabisa untuk data seluler, kls online jadi terganggu",RENDAH
KEMAHASISWAAN,"program mentoring akademik prosedur pendaftarannya ribet, mhs kurang diuntungkan",RENDAH
FASILITAS,"kursi di gedung b lantai 3 udah lama mejanya patah, kapan diganti?",RENDAH
LAINNYA,gerbang gerbang 1 pintunya ancur sehingga antrean panjang,SEDANG
LAINNYA,"lingkungan sekitar fakultas teknik minim fasilitas publik, gaada tempat untuk bersantai",RENDAH
JARINGAN_IT,"sinyal di gedung c gaada sama sekali, harus keluar ruangan dulu",RENDAH
JARINGAN_IT,"jangkauan wifi gedung c terbatas bgt, gabisa kumpul tugas online",RENDAH
JARINGAN_IT,koneksi di gedung c sering putus padahal butuh buat video conference dengan dosen,RENDAH
FASILITAS,toilet di fakultas teknik gabisa dipakai dan pintunya ancur,SEDANG
LAINNYA,"taman kampus tidak terawat, tidak nyaman aktivitas luar",RENDAH
JARINGAN_IT,"sinyal di gedung fisip gaada sama sekali, harus keluar ruangan dulu",RENDAH
LAINNYA,"lingkungan sekitar ruang seminar gersang gaada pohon, tidak nyaman aktivitas luar",RENDAH
KEMAHASISWAAN,"program mentoring akademik tidak merata distribusinya, mhs kurang diuntungkan",RENDAH
KEMAHASISWAAN,"fasilitas lapangan olahraga tidak layak, banyak yang tidak terlayani",RENDAH
AKADEMIK,"ada dosen yang memberi nilai buruk kalau tidak beli bukunya, itu tidak profesional",RENDAH
KEMAHASISWAAN,"sosialisasi program beasiswa tidak merata, banyak yang ketinggalan",TINGGI
KEUANGAN,"informasi beasiswa tidak disosialisasikan baik, mhs layak tidak dapat",TINGGI
FASILITAS,"gedung fh panas bgt soalnya gak optimal, belajarnya terganggu",RENDAH
JARINGAN_IT,"internet di fakultas ekonomi bapuk ga stabil, gabisa akses spada",RENDAH
AKADEMIK,"website sistem krs sering eror, nilai terancam",TINGGI
KEMAHASISWAAN,"layanan bagian kemhsan responnya lelet, banyak yang tidak terlayani",SEDANG
KEUANGAN,beasiswa informasinya tidak merata dan informasinya tidak sampai ke semua mhs,TINGGI
JARINGAN_IT,"wifi prodi informatika bapuk ga stabil, tidak produktif di kampus",TINGGI
LAINNYA,"lingkungan sekitar aula kurang terawat, gaada tempat bersantai",RENDAH
JARINGAN_IT,"jaringan di fakultas teknik gabisa diandalkan, susah akses internet",RENDAH
JARINGAN_IT,"jangkauan wifi prodi informatika tidak luas, gabisa kumpul tugas online",TINGGI
FASILITAS,"gaada tempat duduk di prodi matematika, padahal bgt dibutuhkan",SEDANG
KEMAHASISWAAN,"pengurusan surat rekomendasi harus bolak-balik, pengurusan jadi lama",RENDAH
AKADEMIK,"krs sering eror, proses akademik jadi terlelet",TINGGI
FASILITAS,"lampu di ruangan 3.1 tidak berfungsi, gabisa presentasi pakai proyektor",RENDAH
KEMAHASISWAAN,"staff hima julidnya keterlaluan, tidak sesuai standar pelayanan",RENDAH
JARINGAN_IT,koneksi di gedung a lantai 3 sering putus padahal butuh buat kls online,RENDAH
LAINNYA,"lingkungan sekitar gedung c kurang terawat, tidak mendukung kreativitas mhs",RENDAH
KEUANGAN,"pengumuman deadline pembayaran ukt tidak sampai ke semua mhs, prosesnya jadi bgt lama",TINGGI
KEUANGAN,"biaya buku dosen dibebankan ke mhs, seharusnya tidak",RENDAH
JARINGAN_IT,server portal akademik lelet bgt waktu masa uts,KRITIS
LAINNYA,"lingkungan sekitar gedung fh kurang terawat, tidak nyaman aktivitas luar",RENDAH
AKADEMIK,"informasi jadwal seminar mendadak, proses akademik jadi terlelet",SEDANG
KEMAHASISWAAN,"kegiatan program mentoring kurang dukungan kampus, mhs jadi kesal",RENDAH
FASILITAS,"parkiran perpus pusat gada atapnya, kendaraan bisa jok panas bgt",RENDAH
LAINNYA,"atm/ bank kampus sering kosong uangnya, tidak praktis",RENDAH
LAINNYA,sampah di area kantin menumpuk saat hari libur,RENDAH
KEMAHASISWAAN,"staff layanan administrasi mhs tidak membantu sama sekali, mhs jadi tidak nyaman",RENDAH
LAINNYA,sampah di area kampus menumpuk kalau gaada petugas,RENDAH
LAINNYA,"lapangan voli ancur, gaada wadah kegiatan olahraga mhs",SEDANG
LAINNYA,"lapangan futsal ancur, lapangan gabisa dimanfaatkan optimal",TINGGI
KEUANGAN,"transparansi distribusi beasiswa kurang, mhs tidak tahu apa saja biaya yang resmi",TINGGI
FASILITAS,"plafon lab matematika bocor saat hujan, khawatir mhs tidak nyaman",SEDANG
AKADEMIK,"bahan ajar tidak diberikan oleh dosen, capek bgt dikelas",RENDAH
JARINGAN_IT,"spada lemot bgt tepat jam kls, panik bgt",SEDANG
LAINNYA,"transportasi parkiran tidak memadai, mhs kesulitan mobilitas",RENDAH
LAINNYA,"lapangan bola tidak terawat, lapangan gabisa dimanfaatkan optimal",RENDAH
JARINGAN_IT,"wifi gedung b lantai 3 sering disconnect, susah download materi",TINGGI
LAINNYA,"jalan di dekat auditorium sempit, kendaraan jadi ancur",SEDANG
KEUANGAN,ada biaya tambahan yang tidak resmi yang tidak semestinya,RENDAH
JARINGAN_IT,portal akademik timeout terus soalnya sering down,TINGGI
KEUANGAN,ada biaya tidak jelas untuk kegiatan tertentu yang tidak semestinya,RENDAH
FASILITAS,"banyak kursi di gedung fh yang mejanya patah, mhs jadi malas masuk kls",RENDAH
KEMAHASISWAAN,"layanan unit kemhsan responnya lelet, mhs jadi kesal",SEDANG
KEMAHASISWAAN,gaada mentor atau pembimbing untuk mhs baru di prodi,RENDAH
JARINGAN_IT,server siakad bapuk ga stabil waktu masa uas,KRITIS
FASILITAS,"fasilitas auditorium sudah bgt ketinggalan, padahal kita sudah bayar ukt",TINGGI
AKADEMIK,"website web akademik lemot bgt, mhs rugi bgt",SEDANG
JARINGAN_IT,wifi kampus lemot parah apalagi kalau semua mhs pakai,SEDANG
FASILITAS,"banyak kursi di fakultas ekonomi yang gaada mejanya, capek bgt dikelas",RENDAH
AKADEMIK,web spada suka eror saat ingin mengumpulkan tugas,TINGGI
JARINGAN_IT,"internet di fakultas ekonomi sering putus, gabisa kumpul tugas online",RENDAH
JARINGAN_IT,koneksi di fakultas ekonomi sering putus padahal butuh buat video conference dengan dosen,RENDAH
FASILITAS,"pipa saluran ac di ruangan 1.1 bocor, colokan jadi bahaya kena air",RENDAH
KEUANGAN,"beasiswa informasinya tidak merata, banyak yang berhak tapi tidak dapat",TINGGI
LAINNYA,gerbang gerbang 1 gaada satpam sehingga antrean panjang,SEDANG
FASILITAS,"parkiran gedung a lantai 3 gada atapnya, kendaraan bisa kepanasan",RENDAH
