kategori,keluhan,urgensi
AKADEMIK,"website portal mhs sering eror, tugas jadi terlelet dikumpulkan",TINGGI
LAINNYA,gerbang gerbang 3 gaada sistem akses sehingga antrean panjang,SEDANG
LAINNYA,"jalan di belakang rektorat bergelombang, banjir waktu hujan",RENDAH
JARINGAN_IT,"internet di lab kimia lemot parah, terpaksa pakai kuota sendiri",SEDANG
JARINGAN_IT,internet di gedung c bapuk ga stabil padahal butuh buat kls online,RENDAH
AKADEMIK,"sistem sistem krs ui-nya outdated, belajar jadi terganggu",TINGGI
LAINNYA,"lapangan bola dikenakan biaya masuk yang tidak semestinya, mhs gabisa olahraga gratis",RENDAH
AKADEMIK,"website siakad sering down, belajar jadi terganggu",TINGGI
AKADEMIK,web akademik sering gabisa diakses waktu pengumuman nilai,RENDAH
FASILITAS,"kebersihan fakultas ekonomi sampahnya menumpuk, baunya tidak enak",RENDAH
AKADEMIK,"spada gabisa diakses saat masa krs, belajar jadi terganggu",TINGGI
KEUANGAN,biaya wisuda terlalu mahal dan prosedurnya tidak transparan,TINGGI
LAINNYA,"lapangan futsal dikenakan biaya masuk yang tidak semestinya, gaada wadah kegiatan olahraga mhs",TINGGI
KEUANGAN,"ukt naik setiap tahun, tapi fasilitasnya jauh dari layak",TINGGI
KEUANGAN,"pengumuman deadline pembayaran ukt mendadak bgt, mhs kaget",KRITIS
JARINGAN_IT,spada lemot bgt saat saat banyak pengguna,SEDANG
JARINGAN_IT,wifi di gedung b lantai 3 sering disconnect apalagi siang hari,RENDAH
KEMAHASISWAAN,"pengurusan surat keterangan aktif makan waktu berhari-hari, bgt tidak efisien",RENDAH
JARINGAN_IT,wifi kampus kayak tidak dibayar apalagi kalau semua mhs pakai,RENDAH
AKADEMIK,"krs gabisa tambah matkul, proses akademik jadi terlelet",TINGGI
LAINNYA,"lingkungan sekitar gedung c gersang gaada pohon, tidak nyaman aktivitas luar",RENDAH
JARINGAN_IT,server sistem informasi kampus gabisa diakses waktu jam kls,RENDAH
AKADEMIK,"dosen tidak beri feedback nilai, belajar jadi terganggu",RENDAH
AKADEMIK,"jadwal kls sering berubah mendadak, mhs jadi bingung",SEDANG
FASILITAS,lahan parkir di fakultas hukum berantakan jadi sering telat kls,RENDAH
AKADEMIK,"informasi jadwal seminar mendadak, mhs jadi bingung",SEDANG
KEUANGAN,biaya seragam praktikum seharusnya tidak dibebankan ke mhs,RENDAH
FASILITAS,perlengkapan di laboratorium khusus nya di laboratorium botani banyak yang kurang berfungsi dengan baik,RENDAH
AKADEMIK,sistem krs sering eror parah terutama deadline tugas,KRITIS
KEMAHASISWAAN,"sosialisasi program beasiswa tidak merata, banyak yang ketinggalan",TINGGI
JARINGAN_IT,spada sering eror saat deadline pengumpulan tugas,KRITIS
KEUANGAN,"ukt naik setiap tahun, tapi wc-nya gabisa dipakai",TINGGI
JARINGAN_IT,server siakad sering down waktu masa krs,TINGGI
JARINGAN_IT,"jaringan di gedung fh bapuk ga stabil, susah akses internet",RENDAH
FASILITAS,"fasilitas gedung d sudah bgt ketinggalan, masa bayar ukt tapi fasilitas gini",TINGGI
LAINNYA,"area koridor antar gedung kotor dan tidak terawat, kurang nyaman buat mhs",SEDANG
JARINGAN_IT,"internet di gedung a lantai 2 bapuk ga stabil, tidak produktif di kampus",TINGGI
KEUANGAN,"prosedur pembayaran ukt tidak jelas alurnya, mhs yang urgent jadi kesusahan",TINGGI
KEUANGAN,"transparansi anggaran kegiatan mhs kurang, mhs tidak tahu bagaimana seleksinya",RENDAH
LAINNYA,"keamanan area kampus malam hari sering ada kehilangan barang, orang luar bebas masuk",RENDAH
AKADEMIK,kls online terganggu soalnya siakad gabisa diakses,RENDAH
KEUANGAN,"informasi beasiswa mendadak diumumkan, banyak mhs yang layak tidak dapat",TINGGI
JARINGAN_IT,koneksi di lab komputer lemot parah padahal butuh buat kumpul tugas,SEDANG
JARINGAN_IT,spada uho ngelag dan sistemnya terlalu ribet padahal hanya mengumpulkan tugas,RENDAH
KEMAHASISWAAN,"informasi prosedur pengajuan surat tidak disosialisasikan dengan baik, mhs banyak yang tidak tahu",RENDAH
KEUANGAN,"pembayaran biaya kkn terjadi kesalahan administrasi, mhs yang urgent jadi kesusahan",RENDAH
KEMAHASISWAAN,"staff unit kemhsan kurang ramah, malas mengurus keperluan ke sana",RENDAH
JARINGAN_IT,"jaringan di lab kimia gabisa diandalkan, susah akses internet",RENDAH
AKADEMIK,"materi kls tidak diberikan dosen, mhs susah belajar mandiri",RENDAH
AKADEMIK,"sistem krs gabisa diakses saat pengumuman nilai, mhs rugi bgt",TINGGI
AKADEMIK,"krs matkul yang tersedia tidak sesuai kurikulum, mhs jadi bingung",TINGGI
AKADEMIK,"bahan ajar sudah outdated, capek bgt dikelas",RENDAH
KEUANGAN,"prosedur administrasi keuangan memakan waktu lama, mhs yang urgent jadi kesusahan",RENDAH
LAINNYA,"pintu masuk utama pintunya ancur, antrean masuk panjang",SEDANG
FASILITAS,"kamar mandi lab biologi busuk, harus nahan lama bgt apalagi kalau kebelet",RENDAH
AKADEMIK,"jadwal kls bentrok dengan mata kls lain, mhs dirugikan",RENDAH
JARINGAN_IT,"server spada gabisa diakses pas masa uts, terpaksa pakai kuota sendiri",KRITIS
AKADEMIK,"dosen tidak tepat waktu, tugas jadi terlelet",SEDANG
FASILITAS,"lampu di ruangan 2.3 tidak berfungsi, gabisa presentasi pakai proyektor",RENDAH
LAINNYA,"area ruang tunggu kotor dan tidak terawat, kurang nyaman buat mhs",SEDANG
JARINGAN_IT,koneksi di gedung fh putus-putus saat masa uts,TINGGI
KEUANGAN,biaya penggunaan lapangan olahraga seharusnya tidak dibebankan ke mhs,RENDAH
KEMAHASISWAAN,"kegiatan kegiatan sosial kampus waktunya tidak pas, proses administrasi terhambat",RENDAH
JARINGAN_IT,koneksi di auditorium gabisa diandalkan padahal butuh buat akses spada,RENDAH
AKADEMIK,"informasi jadwal ujian mendadak, banyak yang ketinggalan informasi",TINGGI
LAINNYA,"jalan di area parkir utama licin waktu hujan, kendaraan jadi ancur",SEDANG
KEUANGAN,"dana kegiatan mhs tidak cair tepat waktu, mhs yang kena dampaknya",RENDAH
FASILITAS,"wc gedung b tidak terurus, kotor, dan keran wastafel tidak berfungsi. selain itu kursi perklsan juga banyak yang ancur dan gabisa digunakan.",SEDANG
KEUANGAN,"prosedur pembayaran wisuda banyak persyaratan yang tidak masuk akal, menghambat proses akademik",TINGGI
FASILITAS,"plafon ruang seminar jelek parah, khawatir mhs tidak nyaman",RENDAH
FASILITAS,plafon di ruangan 1.2 gedung d sudah retak sehingga saya kurang konsen belajar soalnya khawatir plafonnya roboh,RENDAH
AKADEMIK,"dosen jarang masuk, nilai terancam",TINGGI
AKADEMIK,"spada lemot parah, susah lihat nilai",SEDANG
KEMAHASISWAAN,"staff sekretariat melayani dengan malas, tidak enak kalau harus ke sana",RENDAH
LAINNYA,"kantin belakang gedung b tidak higienis, susah makan siang",RENDAH
KEMAHASISWAAN,"informasi prosedur pengajuan surat tidak disebarkan merata, banyak yang tidak terlayani",RENDAH
FASILITAS,ruangan ruang kls lantai 2 gelap soalnya sering turun saklarnya,RENDAH
KEMAHASISWAAN,"organisasi kampus kurang dukungan kampus, gaada wadah aspirasi mhs",RENDAH
JARINGAN_IT,spada gabisa diakses saat jam kls,RENDAH
AKADEMIK,"sistem spada membingungkan, nilai terancam",TINGGI
LAINNYA,"jalan di belakang rektorat sempit bgt, kendaraan jadi ancur",SEDANG
FASILITAS,"tangga gedung d beberapa anak tangganya ancur, bahaya kalau terpeleset",SEDANG
FASILITAS,"tangga gedung fisip gaada pegangan, bahaya kalau terpeleset",RENDAH
JARINGAN_IT,koneksi di gedung b lantai 2 bapuk ga stabil padahal butuh buat video conference dengan dosen,RENDAH
LAINNYA,"kantin pusat harganya mahal, terpaksa keluar kampus",RENDAH
JARINGAN_IT,upload tugas di spada gagal terus soalnya internet aula lemot parah,SEDANG
LAINNYA,"lapangan basket gaada penerangan malam, gabisa dimanfaatkan optimal",SEDANG
FASILITAS,"kebersihan lab biologi kotor bgt, tidak nyaman berada di sini",SEDANG
AKADEMIK,kls online terganggu soalnya web akademik sering eror,TINGGI
JARINGAN_IT,"sinyal di gedung b lantai 3 bgt lemah, harus keluar ruangan dulu",RENDAH
AKADEMIK,"informasi informasi kkn tidak diinformasikan dengan jelas, mhs jadi bingung",SEDANG
KEUANGAN,"biaya buku dosen dibebankan ke mhs, seharusnya tidak",RENDAH
JARINGAN_IT,server spada lelet bgt waktu jam kls,SEDANG
AKADEMIK,"informasi jadwal seminar mendadak, proses akademik jadi terlelet",SEDANG
KEMAHASISWAAN,"organisasi kurang dukungan dari kampus, gaada wadah aspirasi mhs",RENDAH
KEMAHASISWAAN,layanan kemhsan terkadang jarang beroperasi,RENDAH
LAINNYA,"atm/ bank kampus gaada di dalam kampus, tidak praktis",RENDAH
JARINGAN_IT,"gaada wifi sama sekali di lab komputer, terpaksa pakai kuota sendiri",RENDAH
JARINGAN_IT,"server spada overload pas jam kls, terpaksa pakai kuota sendiri",RENDAH
JARINGAN_IT,"jangkauan wifi gedung c hanya di spot tertentu, tidak produktif di kampus",TINGGI
FASILITAS,"plafon lab matematika bocor saat hujan, khawatir mhs tidak nyaman",SEDANG
AKADEMIK,"siakad gabisa diakses saat jam kls, proses akademik terhambat",RENDAH
LAINNYA,"gerbang 1 gaada sistem akses, tidak aman",RENDAH
FASILITAS,ac di ruang kelas sering tidak berfungsi sehingga ruangan menjadi bgt panas sehingga kita merasa nda nyaman mohon untuk segera di perbaiki.,RENDAH
AKADEMIK,"ruang kls tidak sesuai kapasitas mhs, capek bgt dikelas",RENDAH
JARINGAN_IT,"jangkauan wifi gedung b lantai 3 tidak luas, gabisa kumpul tugas online",TINGGI
LAINNYA,"keamanan gedung saat weekend cctv-nya tidak berfungsi, tidak kondusif untuk kegiatan malam",RENDAH
JARINGAN_IT,"hotspot kampus bapuk ga stabil, terpaksa habiskan kuota sendiri",RENDAH
JARINGAN_IT,upload tugas di spada gagal terus soalnya internet gedung fisip nge-lag,RENDAH
JARINGAN_IT,"internet di prodi matematika gabisa diandalkan, gabisa akses spada",SEDANG
LAINNYA,"gerbang 1 pintunya ancur, antrean masuk panjang",SEDANG
FASILITAS,lab matematika kursinya goyang terus dan papan tulisnya gabisa dibaca,SEDANG
KEMAHASISWAAN,"fasilitas ruang ukm tidak memadai, banyak yang tidak terlayani",RENDAH
LAINNYA,sampah di taman kampus menumpuk kalau gaada petugas,RENDAH
JARINGAN_IT,"gaada wifi sama sekali di perpus, susah download materi",TINGGI
KEUANGAN,"prosedur pengajuan keringanan ukt bgt rumit dan berbelit, menghambat proses akademik",TINGGI
KEUANGAN,"informasi beasiswa tidak disosialisasikan baik, hanya orang tertentu yang tahu",TINGGI
FASILITAS,"tolong ac fakultas ekonomi segera diperbaiki, nda menyala dan belajarnya tidak nyaman",RENDAH
JARINGAN_IT,"wifi ruang seminar sering disconnect, kls online terganggu",RENDAH
LAINNYA,sampah di koridor gedung menumpuk kalau gaada petugas,RENDAH
KEMAHASISWAAN,"staff hima kurang ramah, mhs jadi tidak nyaman",RENDAH
FASILITAS,"parkiran gedung b lantai 1 berantakan, kendaraan jadi susah keluar",RENDAH
KEUANGAN,"pengumuman pengumuman beasiswa mendadak bgt, mhs kaget",TINGGI
AKADEMIK,"spada sering down, susah akses forum diskusi",TINGGI
KEMAHASISWAAN,"layanan layanan administrasi mhs responnya lelet, proses administrasi terhambat",SEDANG
KEMAHASISWAAN,"fasilitas ruang rapat mhs terlalu kecil, proses administrasi terhambat",RENDAH
JARINGAN_IT,server siakad overload waktu deadline tugas,KRITIS
FASILITAS,"tolong ac lab komputer segera diperbaiki, mati total dan kita kepanasan parah",KRITIS
JARINGAN_IT,"jaringan di gedung mipa bgt buruk, susah akses internet",RENDAH
AKADEMIK,"informasi jadwal seminar mendadak, stress bgt ngurusnya",RENDAH
FASILITAS,"lab matematika kondisinya pengap, mhs gabisa belajar maksimal",SEDANG
JARINGAN_IT,"jangkauan wifi gedung d tidak sampai ke semua ruangan, terpaksa pakai kuota sendiri",RENDAH
KEMAHASISWAAN,"pengurusan transkip nilai sementara butuh berhari-hari, bgt lama",RENDAH
AKADEMIK,lama merespon,RENDAH
KEMAHASISWAAN,"kegiatan lomba antar prodi waktunya tidak pas, mhs jadi tidak antusias",RENDAH
AKADEMIK,"dosen tidak beri feedback nilai, proses akademik terhambat",RENDAH
KEUANGAN,"pembayaran biaya praktikum gabisa online, menghambat proses akademik",RENDAH
KEMAHASISWAAN,"pengurusan ktm butuh bgt lama, bgt lama",RENDAH
JARINGAN_IT,"jangkauan wifi gedung b lantai 3 hanya di spot tertentu, terpaksa pakai kuota sendiri",RENDAH
AKADEMIK,"informasi informasi kkn mendadak, mhs jadi bingung",SEDANG
FASILITAS,"tolong ac auditorium segera diperbaiki, berisik bgt dan badan rasanya mau pingsan",RENDAH
JARINGAN_IT,wifi kampus sering disconnect apalagi kalau banyak yang konek,RENDAH
JARINGAN_IT,"jangkauan wifi gedung fh hanya di spot tertentu, kls online terganggu",RENDAH
LAINNYA,"jalan di dekat auditorium bergelombang, banjir waktu hujan",RENDAH
JARINGAN_IT,spada down terus saat pagi hari,TINGGI
FASILITAS,"min, wc di perpus pusat kondisinya cuma pajangan, tolong segera diperbaiki",RENDAH
KEUANGAN,"ukt prosedur keringanan susah, tapi wifi-nya gabisa diandalkan",TINGGI
AKADEMIK,"informasi jadwal ujian tidak sampai ke semua mhs, mhs jadi bingung",TINGGI
FASILITAS,"lab komputer mipa kondisinya fasilitasnya tidak memadai, hasil praktikum tidak valid",RENDAH
AKADEMIK,"spada gabisa diakses saat saat uts, proses akademik terhambat",KRITIS
KEUANGAN,"transparansi distribusi beasiswa kurang, mhs tidak tahu kemana uangnya pergi",TINGGI
JARINGAN_IT,"spada lemot bgt tepat jam kls, panik bgt",SEDANG
LAINNYA,"lingkungan sekitar gedung b lantai 2 minim fasilitas publik, tidak nyaman aktivitas luar",RENDAH
FASILITAS,lab komputer mipa kursinya kayunya sudah lapuk dan lampunya remang,RENDAH
LAINNYA,"lapangan badminton ancur, lapangan gabisa dimanfaatkan optimal",SEDANG
JARINGAN_IT,"jangkauan wifi prodi informatika tidak luas, gabisa kumpul tugas online",TINGGI
JARINGAN_IT,wifi kampus gabisa dipakai apalagi kalau banyak yang konek,RENDAH
KEMAHASISWAAN,"pengurusan ktm harus bolak-balik, mhs jadi kesal",RENDAH
KEMAHASISWAAN,"layanan layanan administrasi mhs sering tutup, pengurusan jadi bgt lama",RENDAH
KEMAHASISWAAN,"pengurusan dokumen beasiswa butuh bgt lama, bgt lama",TINGGI
JARINGAN_IT,"jangkauan wifi fakultas ekonomi hanya di spot tertentu, susah download materi kls",TINGGI
KEMAHASISWAAN,"pengurusan surat keterangan aktif harus bolak-balik, banyak yang tidak terlayani",RENDAH
FASILITAS,"ac fakultas hukum cuma pajangan, nda menyala padahal ukt mahal tapi fasilitas tidak sesuai",TINGGI
AKADEMIK,"sistem sistem krs terlalu ribet, belajar jadi terganggu",TINGGI
AKADEMIK,"dosen tidak responsif di grup, belajar jadi terganggu",RENDAH
KEUANGAN,"pengumuman perubahan biaya tidak sampai ke semua mhs, mhs kaget",RENDAH
FASILITAS,lahan parkir di lab kimia gaada petugas jadi sering telat kls,RENDAH
AKADEMIK,"informasi jadwal seminar hanya dari mulut ke mulut, mhs dirugikan",RENDAH
FASILITAS,"fasilitas lab komputer sudah bgt ketinggalan, kami sudah bayar ukt tepat waktu",TINGGI
JARINGAN_IT,"jangkauan wifi fakultas teknik tidak luas, tidak produktif di kampus",TINGGI
KEUANGAN,"ukt prosedur keringanan susah, tapi wc-nya gabisa dipakai",TINGGI
KEUANGAN,"gaada info resmi tentang penggunaan dana ukt, mhs hanya dengar dari mulut ke mulut",TINGGI
AKADEMIK,"bahan ajar tidak diberikan oleh dosen, susah konsen belajar",RENDAH
JARINGAN_IT,"hotspot kampus gabisa konek, terpaksa habiskan kuota sendiri",RENDAH
JARINGAN_IT,"jangkauan wifi gedung mipa tidak sampai ke semua ruangan, kls online terganggu",RENDAH
AKADEMIK,"spada loadingnya lama bgt, susah lihat nilai",RENDAH
FASILITAS,"banyak kursi di prodi akuntansi yang mejanya patah, nilai bisa jelek soalnya tidak konsen",RENDAH
KEUANGAN,"pembayaran biaya praktikum terjadi kesalahan administrasi, mhs yang urgent jadi kesusahan",RENDAH
LAINNYA,"lingkungan sekitar gedung b lantai 2 gersang gaada pohon teduh, tidak nyaman buat aktivitas luar",RENDAH
FASILITAS,"lampu di lab komputer mipa kedap-kedip terus, ruangan jadi gelap",RENDAH
KEMAHASISWAAN,"kegiatan kegiatan sosial kampus kurang dukungan kampus, proses administrasi terhambat",RENDAH
KEMAHASISWAAN,"layanan unit kemhsan responnya lelet, pengurusan jadi lama",SEDANG
JARINGAN_IT,"internet di fakultas hukum lemot parah, terpaksa pakai kuota sendiri",SEDANG
FASILITAS,"pintu wc prodi akuntansi gabisa dikunci, bgt tidak nyaman",RENDAH
JARINGAN_IT,"jangkauan wifi lab biologi hanya di spot tertentu, tidak produktif di kampus",TINGGI
KEMAHASISWAAN,"pengurusan surat izin kegiatan butuh lebih dari 2 minggu, bgt lama",RENDAH
FASILITAS,"ac di gedung fh berisik bgt, jadi mhs tidak konsen belajar",RENDAH
KEMAHASISWAAN,"fasilitas sekretariat bem tidak layak, pengurusan jadi bgt lama",RENDAH
KEMAHASISWAAN,"pengurusan surat keterangan lulus butuh berhari-hari, bgt lama",RENDAH
KEMAHASISWAAN,"kegiatan kegiatan ukm kurang dukungan kampus, proses administrasi terhambat",RENDAH
LAINNYA,"lapangan voli tidak terawat, gabisa dimanfaatkan optimal",RENDAH
LAINNYA,"penerangan jalan di jalan masuk kampus gaada, berbahaya malam hari",SEDANG
JARINGAN_IT,"sinyal di gedung fisip hilang timbul, gabisa upload tugas",RENDAH
FASILITAS,"gaada ruang tunggu di gedung a lantai 2, padahal bgt dibutuhkan",RENDAH
JARINGAN_IT,"wifi gedung a lantai 3 bapuk ga stabil, susah download materi kls",TINGGI
LAINNYA,"lingkungan sekitar prodi matematika kurang terawat, tidak nyaman buat aktivitas luar",SEDANG
KEMAHASISWAAN,"program wirausaha mhs prosedur pendaftarannya ribet, mhs kurang diuntungkan",RENDAH
AKADEMIK,"website siakad ui-nya outdated bgt, nilai terancam",TINGGI
FASILITAS,"kursi di ruangan 3.2 sudah tidak layak pakai, susah nulis waktu kls",RENDAH
AKADEMIK,"website spada tidak user friendly, nilai terancam",TINGGI
JARINGAN_IT,"jaringan di lab biologi sering putus-putus, susah akses internet",RENDAH
AKADEMIK,"ruang kls proyektornya ancur, nilai bisa jelek soalnya tidak konsen",SEDANG
LAINNYA,"lingkungan sekitar fakultas hukum gersang gaada pohon teduh, tidak nyaman buat aktivitas luar",RENDAH
FASILITAS,"banyak kursi di gedung d yang mejanya patah, mhs jadi malas masuk kls",RENDAH
FASILITAS,"banyak kursi di gedung fisip yang sudah tidak layak pakai, gabisa fokus",RENDAH
FASILITAS,"banyak kursi di gedung b lantai 2 yang goyang terus, capek bgt dikelas",RENDAH
FASILITAS,"banyak kursi di fakultas hukum yang gaada mejanya, mhs jadi malas masuk kls",RENDAH
JARINGAN_IT,koneksi di gedung c sering putus padahal butuh buat akses jurnal,RENDAH
FASILITAS,"banyak kursi di lab kimia yang gaada mejanya, capek bgt dikelas",RENDAH
JARINGAN_IT,server portal akademik bapuk ga stabil waktu deadline tugas,KRITIS
KEUANGAN,"pengumuman perubahan biaya hanya dari mulut ke mulut, mhs kaget",RENDAH
LAINNYA,gerbang pintu masuk utama gaada satpam sehingga antrean panjang,SEDANG
FASILITAS,"tolong ac fakultas teknik segera diperbaiki, nda menyala dan mhs tidak konsen belajar",RENDAH
FASILITAS,"gaada ruang istirahat di lab kimia, padahal bgt dibutuhkan",RENDAH
KEUANGAN,"biaya parkir kampus dibebankan ke mhs, seharusnya tidak",RENDAH
FASILITAS,"pipa saluran ac di lab matematika bocor, kertas tugas basah semua",SEDANG
KEMAHASISWAAN,"program wirausaha mhs tidak merata distribusinya, mhs kurang diuntungkan",RENDAH
AKADEMIK,"jadwal prosedur skripsi hanya dari mulut ke mulut, banyak mhs yang tidak tahu",TINGGI
JARINGAN_IT,server sistem informasi kampus lelet bgt waktu masa uts,KRITIS
LAINNYA,"jalan di area parkir utama bergelombang, bisa bikin kecelakaan",KRITIS
LAINNYA,"kantin dekat gedung fisip jamnya terlalu singkat, antriannya panjang bgt",RENDAH
FASILITAS,"wc gedung a lantai 3 airnya tidak mengalir sudah seminggu lebih, jadi malas kls",RENDAH
AKADEMIK,"krs sering eror, stress bgt ngurusnya",TINGGI
FASILITAS,"pipa saluran ac di ruangan 1.1 bocor, colokan jadi bahaya kena air",RENDAH
KEMAHASISWAAN,"organisasi tidak aktif, potensi mhs tersia-sia",RENDAH
JARINGAN_IT,spada sering eror saat saat banyak pengguna,TINGGI
LAINNYA,"lapangan basket dikenakan biaya masuk yang tidak semestinya, lapangan gabisa dimanfaatkan optimal",RENDAH
KEUANGAN,"prosedur administrasi keuangan memakan waktu lama, mhs urgent kesusahan",RENDAH
LAINNYA,sampah di area kampus menumpuk kalau gaada petugas,RENDAH
FASILITAS,"lab botani kondisinya berantakan, mhs gabisa belajar maksimal",RENDAH
JARINGAN_IT,wifi kampus bapuk ga stabil apalagi kalau siang hari,RENDAH
FASILITAS,"lab komputer panas bgt soalnya cuma pajangan, belajarnya terganggu",RENDAH
AKADEMIK,"informasi syarat wisuda hanya dari mulut ke mulut, proses akademik jadi terlelet",TINGGI
KEMAHASISWAAN,"fasilitas lapangan olahraga fasilitasnya minim, mhs jadi kesal",RENDAH
FASILITAS,"ac auditorium cuma pajangan, cuma pajangan padahal ukt mahal tapi fasilitas tidak sesuai",TINGGI
FASILITAS,"parkiran prodi akuntansi banyak yang parkir sembarangan, susah keluar masuk",RENDAH
LAINNYA,"jalan di area antar gedung sempit, banjir waktu hujan",RENDAH
KEMAHASISWAAN,"layanan bagian kemhsan responnya lelet, banyak yang tidak terlayani",SEDANG
FASILITAS,lahan parkir di auditorium gaada petugas jadi sering telat kls,RENDAH
FASILITAS,"ac gedung a lantai 1 cuma pajangan, gak optimal padahal ukt mahal tapi fasilitas tidak sesuai",TINGGI
JARINGAN_IT,"area gedung prodi akuntansi gabisa menggunakan data seluler, harus terhubung oleh wifi yang ada baru bisa mrnggunakan. tetapi jangkauannya tidak luas, dan masih nge-lag",TINGGI
LAINNYA,sampah di taman kampus menumpuk beberapa hari,RENDAH
KEMAHASISWAAN,"sosialisasi kegiatan kemhsan gaada pengumuman resmi, banyak yang ketinggalan",RENDAH
FASILITAS,"ac di gedung fh panasnya parah, jadi keringat terus padahal lagi kls",RENDAH
JARINGAN_IT,"jaringan di gedung mipa lemot parah, susah akses internet",SEDANG
AKADEMIK,"sistem sistem krs terlalu ribet, tugas jadi terlelet",TINGGI
AKADEMIK,"sistem sistem krs ui-nya susah dinavigasi, belajar jadi terganggu",TINGGI
JARINGAN_IT,"gaada wifi sama sekali di perpus, gabisa akses spada",RENDAH
JARINGAN_IT,"wifi prodi akuntansi lemot parah, kls online terganggu",SEDANG
JARINGAN_IT,"sinyal di gedung b lantai 1 gaada sama sekali, gabisa akses internet sama sekali",RENDAH
KEUANGAN,"pengumuman pengumuman beasiswa hanya dari mulut ke mulut, mhs yang urgent jadi kesusahan",TINGGI
AKADEMIK,"informasi informasi kkn tidak sampai ke semua mhs, banyak yang ketinggalan informasi",RENDAH
LAINNYA,gerbang gerbang 2 jarang dibuka sehingga antrean panjang,SEDANG
FASILITAS,"lab kimia panas bgt soalnya nda menyala, belajarnya terganggu",RENDAH
LAINNYA,"kebersihan taman kampus jarang dibersihkan, baunya tidak enak",RENDAH
LAINNYA,"lapangan voli tidak terawat, mhs gabisa olahraga gratis",RENDAH
FASILITAS,"wc gedung b lantai 1 jorok bgt, terpaksa ke gedung lain yang jauh",RENDAH
AKADEMIK,"nilai gabisa diakses di portal, mhs dirugikan",RENDAH
KEMAHASISWAAN,"pengurusan surat keterangan mhs aktif butuh bgt lama, bgt lama",RENDAH
LAINNYA,"keamanan area parkir cctv tidak berfungsi, mhs tidak merasa aman",RENDAH
JARINGAN_IT,"wifi gedung fisip sering disconnect, terpaksa pakai kuota sendiri",RENDAH
LAINNYA,"jalan di area parkir utama bergelombang, banjir waktu hujan",RENDAH
JARINGAN_IT,"jaringan di gedung b lantai 2 gabisa diandalkan, susah akses internet",RENDAH
KEMAHASISWAAN,"staff unit kemhsan julidnya keterlaluan, mhs jadi tidak nyaman",RENDAH
JARINGAN_IT,server spada sering down waktu masa uas,KRITIS
FASILITAS,jendela ruang kls gabisa di tutup keras takut nya jika di paksakan bisa pecah,RENDAH
KEUANGAN,"pembayaran biaya kkn harus datang langsung berkali-kali, mhs jadi bingung",SEDANG
AKADEMIK,"krs matkul yang tersedia tidak sesuai kurikulum, proses akademik jadi terlelet",TINGGI
FASILITAS,"kamar mandi fakultas teknik cuma pajangan, jadi malas kls apalagi kalau kebelet",RENDAH
FASILITAS,"pipa saluran ac di ruang kls lantai 2 bocor, kertas tugas basah semua",RENDAH
KEMAHASISWAAN,"sosialisasi kegiatan kemhsan hanya melalui grup tertentu, banyak yang terlewat informasinya",RENDAH
FASILITAS,"jendela ruang kls lantai 2 engselnya ancur, silau bgt saat kls",SEDANG
JARINGAN_IT,internet di gedung fisip sering putus padahal butuh buat kls online,RENDAH
LAINNYA,"gerbang gerbang 2 pintunya ancur, antrean masuk kampus panjang",SEDANG
FASILITAS,"tolong ac gedung mipa segera diperbaiki, netes airnya dan gerah minta ampun",RENDAH
KEMAHASISWAAN,"layanan unit kemhsan sering tutup, mhs jadi kesal",RENDAH
LAINNYA,"keamanan lingkungan sekitar kampus gaada satpam, sering ada kehilangan motor",KRITIS
KEUANGAN,"prosedur pengajuan keringanan ukt banyak persyaratan yang tidak masuk akal, menghambat proses akademik",TINGGI
JARINGAN_IT,wifi prodi kalau rame kadang susah tersambung ke hp,RENDAH
AKADEMIK,"ruang kls tidak kondusif, capek bgt dikelas",RENDAH
KEMAHASISWAAN,"kegiatan program mentoring informasinya tidak merata, mhs jadi kesal",RENDAH
AKADEMIK,"spada gabisa diakses, susah akses materi kls",RENDAH
JARINGAN_IT,koneksi di auditorium sering putus padahal butuh buat akses jurnal,RENDAH
LAINNYA,"kebersihan sekitar parkiran sampah bertebaran, tidak nyaman beraktivitas",RENDAH
LAINNYA,"lapangan voli ancur, mhs gabisa olahraga gratis",SEDANG
KEMAHASISWAAN,"program magang kampus merdeka kuota yang terlalu sedikit, mhs kurang diuntungkan",RENDAH
AKADEMIK,"informasi prosedur skripsi tidak sampai ke semua mhs, mhs dirugikan",TINGGI
LAINNYA,"keamanan area parkir cctv tidak berfungsi, sering kehilangan barang",RENDAH
JARINGAN_IT,"min, jaringan nya kurang stabil kadang lancar kadang tidak",RENDAH
LAINNYA,"gerbang gerbang 1 gaada sistem akses, tidak efisien",RENDAH
LAINNYA,"jalan di jalan masuk kampus gaada lampu penerang malam hari, mhs tidak nyaman",RENDAH
JARINGAN_IT,"bandwidth wifi kampus bgt terbatas, susah download materi kls",TINGGI
KEMAHASISWAAN,"kegiatan seminar mhs kurang dukungan kampus, mhs jadi kesal",RENDAH
KEMAHASISWAAN,"kegiatan lomba antar prodi tidak terorganisir dengan baik, proses administrasi terhambat",TINGGI
JARINGAN_IT,wifi kampus nge-lag terus apalagi kalau siang hari,RENDAH
JARINGAN_IT,"wifi gedung a lantai 3 kayak tidak dibayar, terpaksa pakai kuota sendiri",RENDAH
AKADEMIK,"spada sering down waktu masa krs, susah kumpul tugas",TINGGI
