text,category,urgency
mohon dosen memberi penjelasan yang mudah dimengerti,AKADEMIK,RENDAH
"Peningkatan kualitas wifi kampus dengan menggunakan starlink dll, (wifi 200MBPS ++) .",JARINGAN_IT,RENDAH
tidak ada harapan karena sudah baik,LAINNYA,RENDAH
Sukses ITB STIKOM BALI,LAINNYA,RENDAH
"Peningkatan Akses Internet: Memastikan akses internet yang cepat dan handal di seluruh kampus. Pengembangan Fasilitas Perpustakaan: Memperkaya koleksi perpustakaan dengan buku-buku, jurnal, dan sumber daya digital terbaru. Harapan-harapan ini memerlukan perencanaan strategis yang matang, komitmen dari seluruh pihak terkait, dan evaluasi berkala untuk memastikan efektivitasnya. Dengan implementasi yang konsisten, STIKOM Bali dapat terus meningkatkan kinerjanya dan menjadi lembaga pendidikan tinggi yang unggul di bidang teknologi informasi.",FASILITAS,TINGGI
semoga lebih kompak lagi,LAINNYA,RENDAH
semoga kedepanya lebih baik lagi,LAINNYA,RENDAH
Tingkatkan Menjadi Lebih Baik,LAINNYA,RENDAH
Harapan saya yaitu agar perkuliahan online dioptimalkan,LAINNYA,RENDAH
komunikasi tidak dibatasi hanya melalui media sosial karena tidak semua orang suka memakai bahkan memiliki sosial media. terimakasih.,LAINNYA,RENDAH
saya harap stikom tetap dapat meningkatkan selalu fasilitas kampus,FASILITAS,RENDAH
perbanyak kelas offline,LAINNYA,RENDAH
agar lebih baik kedepanya,LAINNYA,RENDAH
Makin jaya kedepan nya,LAINNYA,RENDAH
"Untuk meningkatkan kinerja, STIKOM Bali diharapkan dapat terus berinovasi dengan memperluas jaringan kerjasama dengan dunia industri dan institusi internasional, sehingga mahasiswa mendapatkan lebih banyak peluang magang dan pekerjaan.",JARINGAN_IT,TINGGI
"kedepannya, dapat memeberikan informasi yang lebih cepat",LAINNYA,RENDAH
untuk lebih bagus lagi,LAINNYA,RENDAH
semakin digali keahlian dari masing-masing mahasiswa,LAINNYA,RENDAH
Kelayakan fasilitas sarana dan prasarana parkir.,FASILITAS,RENDAH
semoga jdi lebih baik kedepannya,LAINNYA,RENDAH
"Menambahkan kurikulum dan pelatihan yang fokus pada teknologi seperti kecerdasan buatan (AI), blockchain, keamanan siber, dan pengembangan aplikasi berbasis cloud.",LAINNYA,RENDAH
"Meningkatkan pelayanan administrasi agar lebih cepat dan efisien, mendukung pengalaman mahasiswa secara keseluruhan",LAINNYA,RENDAH
"Harapan saya semoga STIKOM BALI dapat memperluas kemitraan dengan perusahaan untuk program magang, penelitian terapan, dan peluang kerja bagi lulusan. Dan juga",KEUANGAN,TINGGI
Semoga makin jaya,LAINNYA,RENDAH
kedepannya lebih ditingkatkan lagi menjadi lebih baik,LAINNYA,RENDAH
Harapan sy kedepannya semoga Stikom Bali semakin sukses,LAINNYA,RENDAH
"semoga bagian front office bisa lebih ramah lagi, hanya 1 oknum yang sangat amat tidak ramah di front office",LAINNYA,RENDAH
Mempermudah seluruh mahasiswa untuk menggunakan fasilitas yang ada di kampus,FASILITAS,RENDAH
Semoga semakin teliti dalam pelayanannya,LAINNYA,RENDAH
agar pelayanan itu dapat di tingkatkan lagi,LAINNYA,RENDAH
SEMOGA KEDEPANNYA INFRASTRUKTUR YANG MENGALAMI KENDALA ATAU KERUSAKAN BISA CEPAT DI PERBAIKI,KEUANGAN,TINGGI
perbanyak kelas,LAINNYA,RENDAH
fasilitias ditingkatkan,LAINNYA,RENDAH
untuk fasilitas lebih ditingkatkan.,FASILITAS,RENDAH
semakin lebih baik,LAINNYA,RENDAH
Bisa mencari pekerjaan dengan mudah,LAINNYA,RENDAH
stikom bisa lebih dikenal menjadi kampus terbaik untuk IT. Dan saya bisa lulus lebih cepat hehe,LAINNYA,RENDAH
Semoga lift nya cepat selesai dari perbaikan,FASILITAS,RENDAH
"Kelasnya kurang,wifi gratis",JARINGAN_IT,SEDANG
semoga STIKOM Bali lebih unggul lagi di kancah kampus IT lainnya,LAINNYA,RENDAH
Semoga tetap konsisten,LAINNYA,RENDAH
"tidak banyak harapan, sudah cukup puas.",LAINNYA,TINGGI
terus menjadi lebih baik,LAINNYA,RENDAH
lebih baik kedepannya,LAINNYA,RENDAH
peningkatan fasilitas dan infrastruktur yang lebih modern,FASILITAS,RENDAH
"Semoga, isi di dalam 1 kelas itu tidak sedikit, supaya saya punya banyak teman hehehe",LAINNYA,RENDAH
Lebih memperhatikan saran dari mahasiswanya,LAINNYA,RENDAH
Mendorong dosen dan mahasiswa untuk melakukan penelitian yang relevan dengan isu-isu global. Memberikan insentif untuk publikasi ilmiah di jurnal internasional bereputasi. Membentuk pusat penelitian unggulan yang fokus pada inovasi teknologi.,AKADEMIK,RENDAH
"Fasilitas yang ada dikelas seperti kursi yang sudah rusak diperbaiki atau diganti, diberikan remote untuk menyalakan layar agar tidak menggunakan kursi.",FASILITAS,TINGGI
dosen lebih teliti menginput nilai mahasiswa,AKADEMIK,RENDAH
pemilihan dosen untuk setiap kelas mohon di perhatikan,AKADEMIK,RENDAH
Harapan saya kedepannya: 1. untuk kelas online saya harap dosen pengajar lebih efisien dalam memberikan materi dan tugas. 2. untuk sarana dan prasarana seperti wifi toilet dan kantin mohon untuk di tingkatkan lagi. karena di kantin kondisinya sangat panas,FASILITAS,SEDANG
"Mohon dosen nya kalo ngajar jangan cuman baca ppt , ada salah satu dosen yang cuman baca ppt kalo ngajar.",FASILITAS,RENDAH
"fasilitas pada tiap kelas, terutama pada masalah proyektor di kelas itu dapat diperbaiki agar tidak main-main terus. Terimakasih",FASILITAS,RENDAH
"semoga lebih baik kedepannya, menambah inovasi yang lebih beragaram",LAINNYA,RENDAH
"Aplikasi bahasa pemrograman mohon di update ke versi yg terbaru agar bisa mengikuti perkembangan jaman dan teknologi, dan support di semua OS baik Mac, windows ataupun linux.",FASILITAS,RENDAH
"terserah deh, xiexie.",LAINNYA,RENDAH
yang saya harapkan dari STIKOM Bali adalah lebih perbanyak kelas agar mahasiswa yang tidak mau pembelajaran online dapat kelas offline,LAINNYA,RENDAH
STIKOM Bali dapat terus berkembang dan meningkatkan kontribusinya dalam dunia pendidikan tinggi serta menghasilkan lulusan yang kompetitif di pasar kerja global.,LAINNYA,TINGGI
"harapan saya, semoga terus dipertahankan dan ditingkatkan untuk kualitas dan fasilitas yang diberikan ke mahasiswa",FASILITAS,RENDAH
bisa mengumpulkan tugas jika terlambat sedikit,LAINNYA,SEDANG
Meningkatkan lagi,LAINNYA,RENDAH
makin banyak ngeluarin beasiswa,KEMAHASISWAAN,RENDAH
semoga luas kampus bisa di perbesar lagi,LAINNYA,TINGGI
"meningkatkan fasilitas kampus seperti ac, wifi, kursi, meja , meja dosen, kantin yg lebih bersih dan luas, perpustakaan yang lebih lengkap",FASILITAS,TINGGI
"Tidak ada, karena semua kinerja sudah baik. Dan bisa di tingkatkan lagi untuk kedepannya",LAINNYA,RENDAH
harapan saya untuk kedepanya agar kinerja stikom lebih ditingkatkan lagi,LAINNYA,RENDAH
Lift supaya cepat normal,FASILITAS,RENDAH
Harapannya semoga fasilitas yang sudab tersedia lebih baik lagi dan juga untuk semuanya semoga lebih baik lagi.,FASILITAS,RENDAH
always the first,LAINNYA,RENDAH
Harapan tetap memberikan pelayanan terbaik kepada mahasiswa baik itu dalam pengajaran maupun informasi penting dalam perkuliahan,LAINNYA,RENDAH
lebih responsive lagi terhadap mahasiswa,LAINNYA,RENDAH
Agar lebih praktis untuk segala persayaratan kenaikan semester,LAINNYA,RENDAH
Diharapkan perkembangan sarana prasarana perkuliahan dibuat lebih baik,LAINNYA,RENDAH
Bisa di improve lagi,LAINNYA,RENDAH
Kuliah yang lebih komunikatif secara tatap muka,LAINNYA,RENDAH
"dikarenakan saya belum mendalami stikom, saya sendiri masih belum ada harapan yang bisa saya usulkan untuk stikom. namun, saya berharap kepada bagian prodi untuk memberikan kejelasan mengenai permasalahan pada dikeluhkan mahasiswa, dikarenakan saya mengadu kepada prodi si mengenai permasalahan di perwalian, tanggapan dari prodi si tidak nyambung dengan konteks permasalahan saya, sehingga saya dibuat kecewa karena tidak ada kejelasan dengan masalah yang saya alami saat perwalian.",LAINNYA,RENDAH
"Berdasarkan pengalaman, Komunikasi dari kampus ke mahasiswa lebih diperhatikan, adakan sop untuk yang berhubungan dengan pic komunikasi dari pihak kampus ke mahasiswa.",LAINNYA,RENDAH
"semoga para dosen bisa lebih semangat mengajar, karna ada beberapa dosen yang jarang ngajar",AKADEMIK,RENDAH
Cepat dalam merespon mahasiswa yang membutuhkan bantuan kinerja stikom,LAINNYA,RENDAH
"Situasi pengajaran dosen lebih baik dilakukan secara kolektif dan objektif, bukan secara subjective",AKADEMIK,TINGGI
waktu kedatangan dosen lebih tepat waktu,AKADEMIK,RENDAH
agar dapat ditingkatkan pelayanan untuk mahasiswa,LAINNYA,RENDAH
yang bisa saya usulkan mungkin meningkatkan kecepatan memberikan informasi di SION,LAINNYA,RENDAH
mungkin untuk kelasnya jangan terlalu banyak online karna kita juga perlu interaksi face to face ke dosen dan perlu banyak praktek dan dicontohnya apalagi pembelajaran untuk teknologi jika diteori saja tiak akan semuanya bisa dpahami terima kasih,FASILITAS,RENDAH
Semoga kedepannya lebih banyak lagi event event dan seminar yang diadakan,LAINNYA,RENDAH
semoga stikom bali bisa tetap dan terus melakukan bantuan ke panti asuhan atau tempat lainnya,LAINNYA,RENDAH
kejelasan dan ketepatan informasi.,LAINNYA,RENDAH
Harapannya adanya pembaruan yang lebih baik lagi ataupun mempertahankan kinerja untuk kedepannya dari berbagai bidang,LAINNYA,RENDAH
memberikan fasilitas yang bagus,FASILITAS,RENDAH
"STIKOM Bali diharapkan lebih aktif mendorong mahasiswa untuk mengikuti program MSIB seperti magang di perusahaan ternama, studi independen, dan proyek berbasis komunitas.",LAINNYA,RENDAH
Harapan saya kedepannya untuk meningkatkan kinerja stikom bali mungkin dari segi peningkatan kerjasama dan juga memperluas jaringan ke negara-negara lain agar mahasiswa mampu lebih memperluas jangkauan ilmu tidak hanya di dalam kampus melainkan menambah ilmu baru di luar kampus,JARINGAN_IT,TINGGI
Aktifkan jaringan alumni untuk mendukung mahasiswa dalam magang dan karir,JARINGAN_IT,RENDAH
"Semangat aja trus, dan lebih konsisten lagi",LAINNYA,RENDAH
"Saya berharap agar akses internet diperluas, sehingga membantu mahasiswa yang sedang tidak memiliki internet saat berada di lingkungan kampus. Terutama lingkungan kampus ITB STIKOM BALI Kampus Jimbaran, di lantai 2. Jaringan wifi-nya terkadang sampai namun agak susah untuk terkoneksi dan terkadang tidak ada jaringan internetnya.",JARINGAN_IT,TINGGI
lebih sabar menghadapi mahasiswa yang telat dalam berfikir,LAINNYA,RENDAH
semoga ditingkatkan menjadi lebih baik lagi,LAINNYA,RENDAH
harapan saya selalu yang terbaik,LAINNYA,RENDAH
harapan saya semoga tahun berikutnya lebih meningkat lagi,LAINNYA,RENDAH
peningkatan ke jenjang s2,LAINNYA,RENDAH
Harapanya wifi stikom jimbaran dapat ditingkatkan untuk membantu proses belajar mengajar mahasiswa maupun dosen,JARINGAN_IT,RENDAH
"semoga stikom bali kedepannya dapat memperharui fasilitas, sarana dan prasarana yang ada di kampus, terutama yang ada pada stikom jimbaran, serta menghadirkan dosen dengan kredibilitas yang sesuai dengan bidangnya untuk mengajar.",FASILITAS,RENDAH
Membuat sistem pembelajaran yang lebih menyenangkan,LAINNYA,RENDAH
Tingkatkan lebih baik lagi,LAINNYA,RENDAH
perbaiki kamar mandi dan lift kampus,FASILITAS,RENDAH
kedepannya kinerjanya meningkat dalam segala aspek khususnya fasilitas,FASILITAS,RENDAH
semoga tambah baik,LAINNYA,RENDAH
"kalo bisa kuisioner jangan diwajibkan untuk mengisi, ketika mahasiswa perlu untuk melihat info cepat dan penting di sion, tapi harus mengisi kuisioner dulu untuk mengakses informasi di sion, dan itu memakan waktu yang cukup lama ketika kita sebagai mahasiswa perlu melihat info cepat di sion",LAINNYA,RENDAH
semoga bisa pertahankan,LAINNYA,RENDAH
"harapan saya untuk stikom bali adalah semoga semakin ramai kampusnya, dll.",LAINNYA,RENDAH
"cukup perbaiki masalah yang ada , dan perhatikan fasilitas dan lakukan maintenance rutin",FASILITAS,RENDAH
Mungkin proyektor lcd disemua kelas diharapkan bisa bekerja dengan baik,FASILITAS,RENDAH
Semoga lift nya ngak rusak lagi,FASILITAS,TINGGI
"memperbaiki fasilitas yang ada, seperti proyektor, terdapat beberapa tempat duduk yang rusak di kelas, WiFi hanya terjangkau di beberapa ruangan saja, lampu di kamar mandi, air yang cenderung kecil, disediakan tisu di kamar mandi, serta mencari solusi untuk parkiran yang sering penuh.",FASILITAS,TINGGI
Konsisten dalam memberikan pelayanan untuk mahasiswa,LAINNYA,RENDAH
memeberikan keringan pada pembayaran,KEUANGAN,RENDAH
"Parkir untuk mahasiswa,fasilitas yg lengkap dan wifi yang menyeluruh di lingkungan kampus",FASILITAS,RENDAH
Peningkatan fasilitas lab.,FASILITAS,RENDAH
Harapan lift bisa di benarkan supaya naik dan tutup nya lebih cepat serta fasilitas bangku bisa di perbaiki dan AC ruangan bisa d dinginkan agar nyanan saat bljr,FASILITAS,RENDAH
fasilitas kampus ditingkatkan lagi dan kalo ada fasilitas yang rusak bisa lebih cepat lagi untuk perbaikannya,FASILITAS,TINGGI
Saya berharap STIKOM Bali bisa lebih memperhatikan detail-detail pembuatan perturan agar tidak terjadi keambiguan dalam penerapannya,LAINNYA,RENDAH
perbanyak kuota offline nya,LAINNYA,RENDAH
Mungkin lebih dapat mengatur jam matkul agar tidak bertabrakan,AKADEMIK,RENDAH
bisa ditambahkan fasilitas wifi agar tidak terlalu lemot ketika banyak mahasiswa yg memakai,FASILITAS,SEDANG
"Harapan saya adalah agar STIKOM Bali dapat memperluas area parkir demi kenyamanan mahasiswa, dosen, dan staf. Parkiran yang lebih luas dan terorganisir akan mendukung aktivitas kampus yang semakin berkembang.",FASILITAS,TINGGI
Semoga jaya selalu dan tetap semangat terus meningkatkan kualitas stikom bali ke depannya,LAINNYA,RENDAH
"Tolong wifi kampus dibuat free saja, jangan cuma 1 wifi saja yang free, percuma wifi banyak kalau yang free cuma satu saja",JARINGAN_IT,RENDAH
Semakin ditingkatkan terus,LAINNYA,RENDAH
semoga stikom menjadi nomor 1 di indonesia,LAINNYA,RENDAH
Semoga ITB STIKOM BALI dapat berkembang lebih baik lagi dalam bentuk fasilitas dan dan lainnya,FASILITAS,RENDAH
"Memperluas kemitraan dengan perusahaan teknologi terkemuka untuk menciptakan program magang, penelitian bersama, atau peluang kerja bagi mahasiswa. Hal ini dapat meningkatkan relevansi kurikulum dengan kebutuhan industri.",KEUANGAN,TINGGI
Semoga sistem tidak error,LAINNYA,TINGGI
Mohon tingkatkan layanan fasilitas toilet serta ruangan untuk setiap ukm,FASILITAS,RENDAH
Banyak bacaan novel di perpustakaan,FASILITAS,RENDAH
tetap menjaga kualitas yang baik saat ini,LAINNYA,RENDAH
mungkin bisa fasilitas parkir dalam kampus di perluas. dan fasilitas tempat duduk untuk belajar di sekitar area kampus di perbanyak.,FASILITAS,TINGGI
Harapan saya untuk stikom semoga bisa menjadi kampus terbaik,LAINNYA,RENDAH
Kemudah mengakses website.,LAINNYA,RENDAH
agar dilakukan perbaikan sarana perkuliahan yang kurang baik,LAINNYA,SEDANG
semoga lebih baik lagi kedepannya jika ada permasalahan,LAINNYA,RENDAH
"Harapan saya adalah untuk perizinan absensi/dispen mahasiswa tidak dipersulit, Terima Kasih",LAINNYA,RENDAH
Saya harap STIKOM menambah speed WiFi di kampus,JARINGAN_IT,RENDAH
Makin jaya selalu stikom bali,LAINNYA,RENDAH
"Saya harap kuota internet belajar saya segera turun, sudah dari 2020 belum keluar juga. Untuk perpustakaan jujur saya tidak tahu tentang e-library, mungkin STIKOM BALI bisa menyebarluaskan informasinya lewat instagram, telegram, atau grup WA",JARINGAN_IT,TINGGI
Lebih ramah dan lebih fastrespon,LAINNYA,RENDAH
lebih di optimalkan lagi,LAINNYA,RENDAH
semoga bisa menjadi lebih baik lagi,LAINNYA,RENDAH
semoga fasilitas lainnya dapat ditngkatkan lagi,FASILITAS,RENDAH
perbaikan sarana dan prasarana,LAINNYA,RENDAH
Mungkin bisa ditingkatkan lagi keamanan di bagian parkir.,FASILITAS,RENDAH
stikom bali semakin jaya,LAINNYA,RENDAH
"Ruangan 3.2 Plafon Bolong saat saya masuk, Ruangan 4.1 ac kadang tidak dingin colokan ada yang keluar dari dinding berbahaya, ac pernah bocor air banyak.",FASILITAS,KRITIS
Memperbanyak kelas,LAINNYA,RENDAH
Kinerja yang ditingkatkan lagi,LAINNYA,RENDAH
kedepannya bisa lebih memaksimalkan kinerja yang sudah baik menjadi sangat baik,LAINNYA,RENDAH
semoga kedepannya stikom bali jaya selalu,LAINNYA,RENDAH
Harapan kedelannya lift nya segera dibenarkan dan diselesaikan,FASILITAS,RENDAH
"harapan saya adalah untuk sarana prasarana di kelas dan di toilet tolong di optimalkan lagi, dan tolong untuk kelas diperbanyak jangan justru mengurangi kelas",FASILITAS,RENDAH
dapat lebih baik lagi,LAINNYA,RENDAH
Kedepannya bisa maju terus dan semakin meningkatkan kualitas baik itu dari segi pembelajaran ataupun fasilitas,FASILITAS,RENDAH
"Toiletnya diperbaiki ya soalnya banyak rusak, airnya kecil, kadang ga bisa dipake tutup nya pada gada dengan ac nya juga kadang panas kadang dingin, pcnya ada yg ga bisa nyalah",FASILITAS,TINGGI
semua aspek ditingkatkan,LAINNYA,RENDAH
"dipertahankan, lebih sering memberikan informasi penting ke mahsiswa",LAINNYA,RENDAH
"Tidak ada, karena sepertinya kinerja stikom sudah unggul",LAINNYA,RENDAH
harapan saya adalah bisa mempertahankan dan bisa berkembang lebih maju lagi stikom always the first,LAINNYA,RENDAH
Terus tingkatkna,LAINNYA,RENDAH
semoga jadi lebih baik,LAINNYA,RENDAH
semoga bsa lebih baik lagi,LAINNYA,RENDAH
dapat menambah fasilitas yang lebih,FASILITAS,RENDAH
"Peningkatan Kolaborasi Internasional: Meningkatkan kerjasama dengan universitas dan institusi penelitian internasional untuk memperluas jaringan, bertukar pengetahuan, dan memberikan mahasiswa kesempatan untuk mengikuti program pertukaran pelajar serta magang di luar negeri. Program Beasiswa dan Dukungan Finansial: Meningkatkan jumlah dan jenis beasiswa yang ditawarkan untuk menarik mahasiswa berprestasi dari berbagai latar belakang ekonomi dan memastikan semua mahasiswa memiliki kesempatan untuk menyelesaikan pendidikan mereka tanpa hambatan finansial.",JARINGAN_IT,TINGGI
Saling Mengerti dan perhatian itu penting apalagi komunikasi dalam hubungan,LAINNYA,RENDAH
Makin banyak prodi SK di stikom jimbaran,LAINNYA,RENDAH
"harapan saya untuk stikom bali, dalam situasi dan keadaan ekonomi saat ini saya berharap dosen bisa memberikan motivasi terhadap mahasiswa tentang bagaimana menghadapi tantangan ekonomi kedepannya, sistem komputer sangat banyak dibutuhkan di dunia kerja, bagaimana cara agar dosen dapat memotivasi agar mahasiswa dapat membaca peluang bisnis terhadap kebutuhan lulusan sistem komputer, dan stikom bisa melibatkan mahasiswa di project-project besar di pemerintahan agar mendapat pengalaman, karena PENGALAMAN ADALAH GURU YANG TERBAIK. Terima Kasih, SUKSMA,...",FASILITAS,TINGGI
Fasilitas yang ada di dalam Lab bisa ditingkatkan lagi,FASILITAS,RENDAH
untuk pembelajaran agar tepat waktu,LAINNYA,RENDAH
"TIDAK ADA, SUDAH BERJALAN DENGAN BAIK",LAINNYA,RENDAH
Semoga kedepannya lebih baik lagi,LAINNYA,RENDAH
Sudah baik dan semoga semakin ditingkatkan lagi,LAINNYA,RENDAH
semakin baik dan sukses,LAINNYA,RENDAH
Tetap mempertahankan kinerja yang sekarang karena sudah baik,LAINNYA,RENDAH
semoga semakin banyak program program gratis seperti program devhandal yang dapat membantu kami merasakan pembelajaran diluar kampus dan juga nantinya bisa membantu mengkonversi sks,LAINNYA,RENDAH
konsisten memberikan pelayanan yang cepat dan tanggap,LAINNYA,RENDAH
Dapat terus memudahkan pembayaran kedepan nya,KEUANGAN,RENDAH
Terus ditingkatkan lagi kinerjanya jangan sampai menurun,LAINNYA,RENDAH
"Harapan saya sebagai mahasiswa agar lebih ditingkatkan kualitas komputer di lab, Jaringan wifi agar ditingkatkan, dan sediakan ruang baca yang nyaman",FASILITAS,RENDAH
Semoga bagian prodi bisa lebih aktif membantu mahasiswa yang kesusahan informasi,LAINNYA,SEDANG
terus tingkatkan,LAINNYA,RENDAH
tempat parkir diperluas,FASILITAS,TINGGI
perbaiki fasilitas,FASILITAS,RENDAH
makin lebih ditingkatkan lagi,LAINNYA,RENDAH
lebih flexibel lagi jadwalnya,AKADEMIK,RENDAH
smg lebih baik lg,LAINNYA,RENDAH
semoga tetap pertahankan pelayanan ini agar bisa lebih bagus lagi kedepannya,LAINNYA,RENDAH
Tidak mempersulit mahasiswa,LAINNYA,RENDAH
semoga ukt makin murah,KEUANGAN,RENDAH
Semoga dapat di tingkatkan lagi,LAINNYA,RENDAH
praktikum lebih di tingkatkan,LAINNYA,RENDAH
Semoga kinerja ITB Stikom Bali kedepannya menjadi lebih baik,LAINNYA,RENDAH
Saya berharap agar proses bimbingam tesis saya berjalan lancar dan dapat mengikuti ujian sesuai dengan jadwal di kalender akademik,AKADEMIK,TINGGI
Semoga kedepan nya ITB STIKOM Bali lebih baik lagi dari yang sekarang,LAINNYA,RENDAH
harapannya bisa menambah ruangan,FASILITAS,RENDAH
"harapan saya kedepannya untuk ITB STIKOM BALI tetap utamakan fasilitas kelas karena dengan kelas nyaman mahasiswa pas waktu pembelajaran pasti akan fokus, jika ada kelas yang fasilitasnya rusak langsung gerak cepat buat memperbaiki fasilitas yang rusak (misalnya ac rusak) ini harus cepat diperbaiki sejauh ini saya lihat sudah cepat penangan dari itb stikom bali, saya harap tetap mempertahankan kinerja ini sampai kapan pun karena kelas kalau nyaman mahasiswa pasti akan fokus dalam pembelajaran",FASILITAS,TINGGI
akses artikel jurnal secara gratis,LAINNYA,RENDAH
semoga kinerja semakin meningkat,LAINNYA,RENDAH
"harapan saya semoga STIKOM Bali dapat menjadi pusat unggulan dalam bidang teknologi informasi yang tidak hanya menghasilkan lulusan berkualitas, tetapi juga berkontribusi aktif dalam pengembangan ilmu pengetahuan dan teknologi serta memberikan solusi bagi permasalahan masyarakat.",LAINNYA,TINGGI
"Tolong akademik lebih fast respont seperti bagian keuangan, dan bisa menjelaskan lebih detail kepada mahasiswa",AKADEMIK,RENDAH
Semoga ITB STIKOM Bali semakin baik ke depannya dalam membimbing mahasiswa agar bisa lebih cerdas dan jaya di masa depan,LAINNYA,RENDAH
harapan agar kedepannya lebih baik lagi,LAINNYA,RENDAH
tetap berinovasi,LAINNYA,RENDAH
"Tingkatkan kenyaman dan kapasitas aula seperti penambahan kursi dan sofa, memperluas aula, dan meningkatkan standar panggung.",FASILITAS,TINGGI
mungkin kursi untuk mahasiswa bisa diperbarui agar bertambahnya kenyamanan saat berlangsungnya pelajaran,FASILITAS,RENDAH
harapannya agar stikom kedepannya lebih berkembang pesat lagi,LAINNYA,RENDAH
lebih tepat eakgu memberikan informasi dengan jelas,LAINNYA,RENDAH
harapan saya fasilitas kampus tidak ada yang rusak,FASILITAS,TINGGI
"memberikan ruang untuk Organisasi mahasiswa, dan juga berkolaborasi dengan GDG Bali",KEUANGAN,RENDAH
Tidak ada harapan di karenakan kinerja stikom bali sudah sangat bagus,LAINNYA,RENDAH
Memperluas gedung parkir,FASILITAS,TINGGI
tetap konsisten lagi kedepannya,LAINNYA,RENDAH
ukm futsal ganti hari,KEMAHASISWAAN,TINGGI
Saat ini tidak ada,LAINNYA,RENDAH
semoga lebih maju stikom... cuingg ped,LAINNYA,RENDAH
"Harapan saya ITB Stikm bali dapat menyediakan program pengembangan profesional bagi dosen untuk terus meningkatkan metode pengajaran dan pengetahuan mereka. Mengintegrasikan pembelajaran berbasis proyek, pembelajaran daring, dan flipped classroom untuk meningkatkan keterlibatan dan hasil belajar mahasiswa.",AKADEMIK,RENDAH
"Harapan saya, STIKOM BAli dapat membuka lebih banyak peluang untuk kerjasama internasional, baik dalam bentuk pertukaran mahasiswa maupun kolaborasi penelitian dengan universitas luar negeri.",KEUANGAN,RENDAH
Membuat sistem pembelajaran yang lebih baik lagi dengan memberikan dosen dosen yang berkualitas serta meningkatkan kecukupan dan kelayakan fasilitas yang pada kampus,FASILITAS,RENDAH
Semoga lebih baik dalam melakukan pelayanan,LAINNYA,RENDAH
Tingkatkan respon pada bagian admin,LAINNYA,RENDAH
Semoga selalu memberikan solusi secara cepat tanpa mengoper kesana kemari,LAINNYA,RENDAH
meningkatkan kualitas dosen dalam mengajar,AKADEMIK,RENDAH
Tingkatkan fasilitas kampus karena kampus tersebut adalah kampus teknologi maka diharapkan di tingkatkan fasilitas nya,FASILITAS,RENDAH
memperbarui AC untuk mendukung kegiatan belajar-mengajar dengan efektif,FASILITAS,RENDAH
tetap dipertahankan,LAINNYA,RENDAH
"Harapan, tingkatkan lagi , dalam menginformasikan informasi penting kepada mahasiswa.",LAINNYA,RENDAH
wifi yang lebih kencang,JARINGAN_IT,RENDAH
SEMOGA MAKIN MAJU,LAINNYA,RENDAH
"Semoga kedepannya ada kebijakan baru agar semua dosen memberikan fasilitas waktu pengumpulan tugas harian bagi mahasiswa kelas karyawan agar dikumpulkan maksimal 24 jam dari waktu yang diberikan, bukan dikumpulkan setelah jam pelajaran karena kadang ada matakuliah diambil di jam saya bekerja di lapangan dan sangat meberatkan untuk mengumpulkan tugas ontime di jam kuliah. Terimakasih #hanya saran",FASILITAS,RENDAH
Tidak ada notifikasi ke mahasiswa jika ada pengumuman di sion tentaang keuangan maupun hal lainnya,KEUANGAN,RENDAH
"Tolong tingkatkan lagi fasilitas untuk pengguna difabel, seperti toilet dan kantin. Karena saya sebagai difabel kurang bisa menjangkau daerah tersebut, yang disebabkan minimnya akses buat saya maupun keterbatasan lebar pintu. Saya berada di Stikom Jimbaran. Terima kasih.",FASILITAS,SEDANG
semoga sistem servicenya lebih fast respon lagi kedepannya,LAINNYA,RENDAH
Semoga kedepannya bisa lebih baik lagi,LAINNYA,RENDAH
harapan saya iyalah Kecepatan bagian akademik dalam membantu dan memberikan jasa pelayanan kepada mahasiswa,AKADEMIK,RENDAH
semoga semakin ditingkatkan lagi dari segi fasilitasnya,FASILITAS,RENDAH
"semoga lebih baik kedepannya, dan meningkatkan fasilitas dari seluruh aspek yang ada di kampus",FASILITAS,RENDAH
Menyediakan atm bca,LAINNYA,RENDAH
"Fasilitas yang diperbaiki, tem yang terkadang tidak terjaga, pengharum ruangan yang tidak ada, dan AC yang kadang bocor. Juga kursi yang slanted",FASILITAS,RENDAH
semiooga kedepannya lebih baik lagi,LAINNYA,RENDAH
mohon balasan chat dari akademik dipercepat,AKADEMIK,RENDAH
semoga dilancarkan lulus untuk di pascasarjana ITB Stikom Bali,LAINNYA,RENDAH
Semoga kualitas layanan terus meningkat di STIKOM Bali agar lebih baik dari yang sebelumnya,LAINNYA,RENDAH
Semoga stikom bisa lebih maju,LAINNYA,RENDAH
Harapan saya adalah untuk bisa meningkatkan fasilitas dan juga meningkatkan kinerja ITB stikom Bali,FASILITAS,RENDAH
bisa ditingkatkan lagi,LAINNYA,RENDAH
"minta tolong fasilitas wcnya di bagusin lagi, kasi tisu atau sabun",FASILITAS,RENDAH
semakin ditingkatkan selalu,LAINNYA,RENDAH
semoga semakin berkembang dan semakin lebih baik,LAINNYA,RENDAH
fasilitas yang memadai pada setiap ukm,FASILITAS,RENDAH
Semoga kedepanya lebih baik lagi,LAINNYA,RENDAH
Setiap keluhan di dengarkan lalu didiskusikan bagaimana merealisasikannya sesuai dengan kebutuhan kampus,LAINNYA,RENDAH
